ScenarioID,Weight(kg),Grade(deg),Weather,Throttle,TractiveEffort(N),GradeResistance(N),AdhesionFactor,Result
1994,130000,7.4,Snow,8,3000000.0,164253.02431536582,0.6,PASS
1995,130000,7.5,Rain,8,3000000.0,166460.05293823176,0.6,PASS
1996,130000,7.6000000000000005,Snow,8,3000000.0,168666.57449490827,0.6,PASS
1997,130000,7.7,Rain,8,3000000.0,170872.58226394784,0.6,PASS
1998,130000,7.800000000000001,Snow,8,3000000.0,173078.0695254684,0.6,PASS
1999,130000,7.9,Clear,8,5000000.0,175283.0295611731,1.0,PASS
2000,135000,0.0,Rain,8,3000000.0,0.0,0.6,PASS
2001,135000,0.1,Fog,8,5000000.0,2311.425621377425,1.0,PASS
2002,135000,0.2,Clear,8,5000000.0,4622.84420175155,1.0,PASS
2003,135000,0.30000000000000004,Clear,8,5000000.0,6934.248700140522,1.0,PASS
2004,135000,0.4,Snow,8,3000000.0,9245.632075605383,0.6,PASS
2005,135000,0.5,Rain,8,3000000.0,11556.98728727152,0.6,PASS
2006,135000,0.6000000000000001,Fog,8,5000000.0,13868.307294350117,1.0,PASS
2007,135000,0.7000000000000001,Rain,8,3000000.0,16179.58505615959,0.6,PASS
2008,135000,0.8,Rain,8,3000000.0,18490.81353214704,0.6,PASS
2009,135000,0.9,Fog,8,5000000.0,20801.98568190971,1.0,PASS
2010,135000,1.0,Fog,8,5000000.0,23113.094465216418,1.0,PASS
2011,135000,1.1,Fog,8,5000000.0,25424.132842029012,1.0,PASS
2012,135000,1.2000000000000002,Clear,8,5000000.0,27735.093772523793,1.0,PASS
2013,135000,1.3,Clear,8,5000000.0,30045.97021711299,1.0,PASS
2014,135000,1.4000000000000001,Snow,8,3000000.0,32356.755136466207,0.6,PASS
2015,135000,1.5,Fog,8,5000000.0,34667.44149153181,1.0,PASS
2016,135000,1.6,Clear,8,5000000.0,36978.022243558444,1.0,PASS
2017,135000,1.7000000000000002,Fog,8,5000000.0,39288.49035411644,1.0,PASS
2018,135000,1.8,Rain,8,3000000.0,41598.8387851192,0.6,PASS
2019,135000,1.9000000000000001,Rain,8,3000000.0,43909.06049884478,0.6,PASS
2020,135000,2.0,Clear,8,5000000.0,46219.148457957155,1.0,PASS
2021,135000,2.1,Rain,8,3000000.0,48529.09562552781,0.6,PASS
2022,135000,2.2,Clear,8,5000000.0,50838.894965057036,1.0,PASS
2023,135000,2.3000000000000003,Rain,8,3000000.0,53148.53944049549,0.6,PASS
2024,135000,2.4000000000000004,Snow,8,3000000.0,55458.02201626553,0.6,PASS
2025,135000,2.5,Clear,8,5000000.0,57767.33565728273,1.0,PASS
2026,135000,2.6,Clear,8,5000000.0,60076.47332897725,1.0,PASS
2027,135000,2.7,Snow,8,3000000.0,62385.427997315266,0.6,PASS
2028,135000,2.8000000000000003,Fog,8,5000000.0,64694.19262882043,1.0,PASS
2029,135000,2.9000000000000004,Clear,8,5000000.0,67002.76019059529,1.0,PASS
2030,135000,3.0,Snow,8,3000000.0,69311.12365034266,0.6,PASS
2031,135000,3.1,Fog,8,5000000.0,71619.27597638716,1.0,PASS
2032,135000,3.2,Rain,8,3000000.0,73927.21013769649,0.6,PASS
2033,135000,3.3000000000000003,Rain,8,3000000.0,76234.91910390294,0.6,PASS
2034,135000,3.4000000000000004,Fog,8,5000000.0,78542.39584532478,1.0,PASS
2035,135000,3.5,Clear,8,5000000.0,80849.6333329877,1.0,PASS
2036,135000,3.6,Clear,8,5000000.0,83156.62453864617,1.0,PASS
2037,135000,3.7,Snow,8,3000000.0,85463.3624348049,0.6,PASS
2038,135000,3.8000000000000003,Fog,8,5000000.0,87769.8399947402,1.0,PASS
2039,135000,3.9000000000000004,Clear,8,5000000.0,90076.05019252143,1.0,PASS
2040,135000,4.0,Snow,8,3000000.0,92381.98600303235,0.6,PASS
2041,135000,4.1000000000000005,Fog,8,5000000.0,94687.64040199261,1.0,PASS
2042,135000,4.2,Fog,8,5000000.0,96993.00636597903,1.0,PASS
2043,135000,4.3,Fog,8,5000000.0,99298.07687244708,1.0,PASS
2044,135000,4.4,Rain,8,3000000.0,101602.84489975228,0.6,PASS
2045,135000,4.5,Rain,8,3000000.0,103907.30342717146,0.6,PASS
2046,135000,4.6000000000000005,Rain,8,3000000.0,106211.44543492433,0.6,PASS
2047,135000,4.7,Clear,8,5000000.0,108515.26390419471,1.0,PASS
2048,135000,4.800000000000001,Rain,8,3000000.0,110818.75181715202,0.6,PASS
2049,135000,4.9,Rain,8,3000000.0,113121.9021569726,0.6,PASS
2050,135000,5.0,Fog,8,5000000.0,115424.7079078611,1.0,PASS
2051,135000,5.1000000000000005,Clear,8,5000000.0,117727.16205507184,1.0,PASS
2052,135000,5.2,Fog,8,5000000.0,120029.25758493015,1.0,PASS
2053,135000,5.300000000000001,Snow,8,3000000.0,122330.98748485385,0.6,PASS
2054,135000,5.4,Fog,8,5000000.0,124632.34474337444,1.0,PASS
2055,135000,5.5,Clear,8,5000000.0,126933.32235015863,1.0,PASS
2056,135000,5.6000000000000005,Snow,8,3000000.0,129233.91329602961,0.6,PASS
2057,135000,5.7,Rain,8,3000000.0,131534.1105729883,0.6,PASS
2058,135000,5.800000000000001,Clear,8,5000000.0,133833.907174235,1.0,PASS
2059,135000,5.9,Fog,8,5000000.0,136133.29609419033,1.0,PASS
2060,135000,6.0,Rain,8,3000000.0,138432.27032851687,0.6,PASS
2061,135000,6.1000000000000005,Fog,8,5000000.0,140730.82287414046,1.0,PASS
2062,135000,6.2,Clear,8,5000000.0,143028.94672927135,1.0,PASS
2063,135000,6.300000000000001,Clear,8,5000000.0,145326.63489342583,1.0,PASS
2064,135000,6.4,Clear,8,5000000.0,147623.88036744716,1.0,PASS
2065,135000,6.5,Rain,8,3000000.0,149920.67615352725,0.6,PASS
2066,135000,6.6000000000000005,Clear,8,5000000.0,152217.0152552279,1.0,PASS
2067,135000,6.7,Rain,8,3000000.0,154512.89067750188,0.6,PASS
2068,135000,6.800000000000001,Clear,8,5000000.0,156808.29542671455,1.0,PASS
2069,135000,6.9,Snow,8,3000000.0,159103.22251066487,0.6,PASS
2070,135000,7.0,Clear,8,5000000.0,161397.66493860705,1.0,PASS
2071,135000,7.1000000000000005,Clear,8,5000000.0,163691.61572127152,1.0,PASS
2072,135000,7.2,Clear,8,5000000.0,165985.06787088636,1.0,PASS
2073,135000,7.300000000000001,Snow,8,3000000.0,168278.01440119854,0.6,PASS
2074,135000,7.4,Snow,8,3000000.0,170570.44832749528,0.6,PASS
2075,135000,7.5,Clear,8,5000000.0,172862.3626666253,1.0,PASS
2076,135000,7.6000000000000005,Rain,8,3000000.0,175153.75043702012,0.6,PASS
2077,135000,7.7,Rain,8,3000000.0,177444.60465871508,0.6,PASS
2078,135000,7.800000000000001,Rain,8,3000000.0,179734.91835337103,0.6,PASS
2079,135000,7.9,Clear,8,5000000.0,182024.68454429516,1.0,PASS
2080,140000,0.0,Snow,8,3000000.0,0.0,0.6,PASS
2081,140000,0.1,Clear,8,5000000.0,2397.0339777247373,1.0,PASS
2082,140000,0.2,Rain,8,3000000.0,4794.0606536682735,0.6,PASS
2083,140000,0.30000000000000004,Fog,8,5000000.0,7191.072726071652,1.0,PASS
2084,140000,0.4,Rain,8,3000000.0,9588.062893220396,0.6,PASS
2085,140000,0.5,Rain,8,3000000.0,11985.023853466762,0.6,PASS
2086,140000,0.6000000000000001,Fog,8,5000000.0,14381.948305251974,1.0,PASS
2087,140000,0.7000000000000001,Rain,8,3000000.0,16778.828947128462,0.6,PASS
2088,140000,0.8,Fog,8,5000000.0,19175.658477782115,1.0,PASS
2089,140000,0.9,Snow,8,3000000.0,21572.429596054517,0.6,PASS
2090,140000,1.0,Clear,8,5000000.0,23969.135000965176,1.0,PASS
2091,140000,1.1,Snow,8,3000000.0,26365.767391733792,0.6,PASS
2092,140000,1.2000000000000002,Snow,8,3000000.0,28762.31946780245,0.6,PASS
2093,140000,1.3,Clear,8,5000000.0,31158.783928857916,1.0,PASS
2094,140000,1.4000000000000001,Fog,8,5000000.0,33555.15347485385,1.0,PASS
2095,140000,1.5,Snow,8,3000000.0,35951.42080603299,0.6,PASS
2096,140000,1.6,Fog,8,5000000.0,38347.5786229495,1.0,PASS
2097,140000,1.7000000000000002,Clear,8,5000000.0,40743.61962649112,1.0,PASS
2098,140000,1.8,Snow,8,3000000.0,43139.5365179014,0.6,PASS
2099,140000,1.9000000000000001,Snow,8,3000000.0,45535.32199880199,0.6,PASS
2100,140000,2.0,Fog,8,5000000.0,47930.96877121483,1.0,PASS
2101,140000,2.1,Clear,8,5000000.0,50326.46953758439,1.0,PASS
2102,140000,2.2,Snow,8,3000000.0,52721.81700079989,0.6,PASS
2103,140000,2.3000000000000003,Rain,8,3000000.0,55117.00386421754,0.6,PASS
2104,140000,2.4000000000000004,Snow,8,3000000.0,57512.02283168277,0.6,PASS
2105,140000,2.5,Fog,8,5000000.0,59906.86660755246,1.0,PASS
2106,140000,2.6,Rain,8,3000000.0,62301.52789671714,0.6,PASS
2107,140000,2.7,Clear,8,5000000.0,64695.99940462324,1.0,PASS
2108,140000,2.8000000000000003,Fog,8,5000000.0,67090.27383729526,1.0,PASS
2109,140000,2.9000000000000004,Snow,8,3000000.0,69484.34390135808,0.6,PASS
2110,140000,3.0,Rain,8,3000000.0,71878.20230405906,0.6,PASS
2111,140000,3.1,Clear,8,5000000.0,74271.84175329038,1.0,PASS
2112,140000,3.2,Rain,8,3000000.0,76665.25495761116,0.6,PASS
2113,140000,3.3000000000000003,Rain,8,3000000.0,79058.4346262697,0.6,PASS
2114,140000,3.4000000000000004,Clear,8,5000000.0,81451.3734692257,1.0,PASS
2115,140000,3.5,Clear,8,5000000.0,83844.06419717243,1.0,PASS
2116,140000,3.6,Fog,8,5000000.0,86236.49952155899,1.0,PASS
2117,140000,3.7,Clear,8,5000000.0,88628.67215461249,1.0,PASS
2118,140000,3.8000000000000003,Rain,8,3000000.0,91020.57480936022,0.6,PASS
2119,140000,3.9000000000000004,Clear,8,5000000.0,93412.20019965185,1.0,PASS
2120,140000,4.0,Rain,8,3000000.0,95803.54104018169,0.6,PASS
2121,140000,4.1000000000000005,Rain,8,3000000.0,98194.59004651086,0.6,PASS
2122,140000,4.2,Rain,8,3000000.0,100585.33993508936,0.6,PASS
2123,140000,4.3,Snow,8,3000000.0,102975.78342327845,0.6,PASS
2124,140000,4.4,Rain,8,3000000.0,105365.91322937273,0.6,PASS
2125,140000,4.5,Fog,8,5000000.0,107755.72207262224,1.0,PASS
2126,140000,4.6000000000000005,Clear,8,5000000.0,110145.20267325485,1.0,PASS
2127,140000,4.7,Rain,8,3000000.0,112534.34775249822,0.6,PASS
2128,140000,4.800000000000001,Fog,8,5000000.0,114923.1500326021,1.0,PASS
2129,140000,4.9,Fog,8,5000000.0,117311.60223686049,1.0,PASS
2130,140000,5.0,Fog,8,5000000.0,119699.69708963373,1.0,PASS
2131,140000,5.1000000000000005,Fog,8,5000000.0,122087.4273163708,1.0,PASS
2132,140000,5.2,Fog,8,5000000.0,124474.78564363127,1.0,PASS
2133,140000,5.300000000000001,Clear,8,5000000.0,126861.7647991077,1.0,PASS
2134,140000,5.4,Fog,8,5000000.0,129248.35751164757,1.0,PASS
2135,140000,5.5,Rain,8,3000000.0,131634.55651127562,0.6,PASS
2136,140000,5.6000000000000005,Clear,8,5000000.0,134020.3545292159,1.0,PASS
2137,140000,5.7,Snow,8,3000000.0,136405.74429791383,0.6,PASS
2138,140000,5.800000000000001,Snow,8,3000000.0,138790.71855105853,0.6,PASS
2139,140000,5.9,Clear,8,5000000.0,141175.27002360477,1.0,PASS
2140,140000,6.0,Rain,8,3000000.0,143559.39145179527,0.6,PASS
2141,140000,6.1000000000000005,Clear,8,5000000.0,145943.0755731827,1.0,PASS
2142,140000,6.2,Clear,8,5000000.0,148326.31512665178,1.0,PASS
2143,140000,6.300000000000001,Snow,8,3000000.0,150709.1028524416,0.6,PASS
2144,140000,6.4,Snow,8,3000000.0,153091.4314921674,0.6,PASS
2145,140000,6.5,Snow,8,3000000.0,155473.2937888431,0.6,PASS
2146,140000,6.6000000000000005,Clear,8,5000000.0,157854.682486903,1.0,PASS
2147,140000,6.7,Rain,8,3000000.0,160235.59033222418,0.6,PASS
2148,140000,6.800000000000001,Fog,8,5000000.0,162616.01007214843,1.0,PASS
2149,140000,6.9,Clear,8,5000000.0,164995.93445550432,1.0,PASS
2150,140000,7.0,Fog,8,5000000.0,167375.35623262954,1.0,PASS
2151,140000,7.1000000000000005,Snow,8,3000000.0,169754.2681553927,0.6,PASS
2152,140000,7.2,Fog,8,5000000.0,172132.66297721546,1.0,PASS
2153,140000,7.300000000000001,Clear,8,5000000.0,174510.53345309477,1.0,PASS
2154,140000,7.4,Fog,8,5000000.0,176887.87233962474,1.0,PASS
2155,140000,7.5,Snow,8,3000000.0,179264.67239501883,0.6,PASS
2156,140000,7.6000000000000005,Snow,8,3000000.0,181640.926379132,0.6,PASS
2157,140000,7.7,Rain,8,3000000.0,184016.6270534823,0.6,PASS
2158,140000,7.800000000000001,Snow,8,3000000.0,186391.76718127367,0.6,PASS
2159,140000,7.9,Snow,8,3000000.0,188766.3395274172,0.6,PASS
2160,145000,0.0,Fog,8,5000000.0,0.0,1.0,PASS
2161,145000,0.1,Fog,8,5000000.0,2482.6423340720494,1.0,PASS
2162,145000,0.2,Fog,8,5000000.0,4965.277105584998,1.0,PASS
2163,145000,0.30000000000000004,Rain,8,3000000.0,7447.896752002783,0.6,PASS
2164,145000,0.4,Fog,8,5000000.0,9930.49371083541,1.0,PASS
2165,145000,0.5,Snow,8,3000000.0,12413.060419662004,0.6,PASS
2166,145000,0.6000000000000001,Fog,8,5000000.0,14895.58931615383,1.0,PASS
2167,145000,0.7000000000000001,Rain,8,3000000.0,17378.072838097338,0.6,PASS
2168,145000,0.8,Fog,8,5000000.0,19860.50342341719,1.0,PASS
2169,145000,0.9,Snow,8,3000000.0,22342.87351019932,0.6,PASS
2170,145000,1.0,Clear,8,5000000.0,24825.17553671393,1.0,PASS
2171,145000,1.1,Clear,8,5000000.0,27307.40194143857,1.0,PASS
2172,145000,1.2000000000000002,Fog,8,5000000.0,29789.545163081108,1.0,PASS
2173,145000,1.3,Snow,8,3000000.0,32271.597640602842,0.6,PASS
2174,145000,1.4000000000000001,Rain,8,3000000.0,34753.55181324148,0.6,PASS
2175,145000,1.5,Clear,8,5000000.0,37235.40012053416,1.0,PASS
2176,145000,1.6,Rain,8,3000000.0,39717.135002340554,0.6,PASS
2177,145000,1.7000000000000002,Snow,8,3000000.0,42198.7488988658,0.6,PASS
2178,145000,1.8,Clear,8,5000000.0,44680.23425068359,1.0,PASS
2179,145000,1.9000000000000001,Rain,8,3000000.0,47161.58349875921,0.6,PASS
2180,145000,2.0,Clear,8,5000000.0,49642.789084472504,1.0,PASS
2181,145000,2.1,Rain,8,3000000.0,52123.843449640975,0.6,PASS
2182,145000,2.2,Clear,8,5000000.0,54604.73903654274,1.0,PASS
2183,145000,2.3000000000000003,Fog,8,5000000.0,57085.4682879396,1.0,PASS
2184,145000,2.4000000000000004,Rain,8,3000000.0,59566.02364710002,0.6,PASS
2185,145000,2.5,Clear,8,5000000.0,62046.397557822194,1.0,PASS
2186,145000,2.6,Snow,8,3000000.0,64526.58246445704,0.6,PASS
2187,145000,2.7,Snow,8,3000000.0,67006.5708119312,0.6,PASS
2188,145000,2.8000000000000003,Clear,8,5000000.0,69486.35504577009,1.0,PASS
2189,145000,2.9000000000000004,Snow,8,3000000.0,71965.92761212087,0.6,PASS
2190,145000,3.0,Rain,8,3000000.0,74445.28095777545,0.6,PASS
2191,145000,3.1,Snow,8,3000000.0,76924.40753019361,0.6,PASS
2192,145000,3.2,Clear,8,5000000.0,79403.29977752586,1.0,PASS
2193,145000,3.3000000000000003,Fog,8,5000000.0,81881.95014863649,1.0,PASS
2194,145000,3.4000000000000004,Fog,8,5000000.0,84360.35109312662,1.0,PASS
2195,145000,3.5,Snow,8,3000000.0,86838.49506135716,0.6,PASS
2196,145000,3.6,Snow,8,3000000.0,89316.37450447181,0.6,PASS
2197,145000,3.7,Rain,8,3000000.0,91793.98187442009,0.6,PASS
2198,145000,3.8000000000000003,Clear,8,5000000.0,94271.30962398023,1.0,PASS
2199,145000,3.9000000000000004,Fog,8,5000000.0,96748.35020678227,1.0,PASS
2200,145000,4.0,Snow,8,3000000.0,99225.09607733104,0.6,PASS
2201,145000,4.1000000000000005,Rain,8,3000000.0,101701.5396910291,0.6,PASS
2202,145000,4.2,Fog,8,5000000.0,104177.67350419969,1.0,PASS
2203,145000,4.3,Rain,8,3000000.0,106653.48997410983,0.6,PASS
2204,145000,4.4,Clear,8,5000000.0,109128.98155899318,1.0,PASS
2205,145000,4.5,Clear,8,5000000.0,111604.14071807305,1.0,PASS
2206,145000,4.6000000000000005,Clear,8,5000000.0,114078.95991158539,1.0,PASS
2207,145000,4.7,Clear,8,5000000.0,116553.43160080172,1.0,PASS
2208,145000,4.800000000000001,Rain,8,3000000.0,119027.54824805218,0.6,PASS
2209,145000,4.9,Snow,8,3000000.0,121501.30231674836,0.6,PASS
2210,145000,5.0,Rain,8,3000000.0,123974.68627140636,0.6,PASS
2211,145000,5.1000000000000005,Snow,8,3000000.0,126447.69257766975,0.6,PASS
2212,145000,5.2,Snow,8,3000000.0,128920.31370233238,0.6,PASS
2213,145000,5.300000000000001,Clear,8,5000000.0,131392.54211336153,1.0,PASS
2214,145000,5.4,Fog,8,5000000.0,133864.3702799207,1.0,PASS
2215,145000,5.5,Clear,8,5000000.0,136335.7906723926,1.0,PASS
2216,145000,5.6000000000000005,Rain,8,3000000.0,138806.79576240218,0.6,PASS
2217,145000,5.7,Clear,8,5000000.0,141277.37802283932,1.0,PASS
2218,145000,5.800000000000001,Rain,8,3000000.0,143747.52992788205,0.6,PASS
2219,145000,5.9,Rain,8,3000000.0,146217.24395301924,0.6,PASS
2220,145000,6.0,Fog,8,5000000.0,148686.5125750737,1.0,PASS
2221,145000,6.1000000000000005,Fog,8,5000000.0,151155.32827222493,1.0,PASS
2222,145000,6.2,Snow,8,3000000.0,153623.68352403218,0.6,PASS
2223,145000,6.300000000000001,Rain,8,3000000.0,156091.57081145735,0.6,PASS
2224,145000,6.4,Snow,8,3000000.0,158558.98261688766,0.6,PASS
2225,145000,6.5,Snow,8,3000000.0,161025.91142415893,0.6,PASS
2226,145000,6.6000000000000005,Clear,8,5000000.0,163492.3497185781,1.0,PASS
2227,145000,6.7,Fog,8,5000000.0,165958.28998694645,1.0,PASS
2228,145000,6.800000000000001,Clear,8,5000000.0,168423.72471758228,1.0,PASS
2229,145000,6.9,Rain,8,3000000.0,170888.64640034377,0.6,PASS
2230,145000,7.0,Snow,8,3000000.0,173353.04752665202,0.6,PASS
2231,145000,7.1000000000000005,Fog,8,5000000.0,175816.92058951384,1.0,PASS
2232,145000,7.2,Rain,8,3000000.0,178280.25808354458,0.6,PASS
2233,145000,7.300000000000001,Clear,8,5000000.0,180743.052504991,1.0,PASS
2234,145000,7.4,Rain,8,3000000.0,183205.2963517542,0.6,PASS
2235,145000,7.5,Clear,8,5000000.0,185666.98212341237,1.0,PASS
2236,145000,7.6000000000000005,Rain,8,3000000.0,188128.10232124384,0.6,PASS
2237,145000,7.7,Snow,8,3000000.0,190588.64944824952,0.6,PASS
2238,145000,7.800000000000001,Snow,8,3000000.0,193048.6160091763,0.6,PASS
2239,145000,7.9,Rain,8,3000000.0,195507.99451053925,0.6,PASS
2240,150000,0.0,Snow,8,3000000.0,0.0,0.6,PASS
2241,150000,0.1,Clear,8,5000000.0,2568.2506904193615,1.0,PASS
2242,150000,0.2,Fog,8,5000000.0,5136.493557501722,1.0,PASS
2243,150000,0.30000000000000004,Rain,8,3000000.0,7704.720777933912,0.6,PASS
2244,150000,0.4,Fog,8,5000000.0,10272.924528450425,1.0,PASS
2245,150000,0.5,Clear,8,5000000.0,12841.096985857244,1.0,PASS
2246,150000,0.6000000000000001,Clear,8,5000000.0,15409.230327055686,1.0,PASS
2247,150000,0.7000000000000001,Rain,8,3000000.0,17977.316729066213,0.6,PASS
2248,150000,0.8,Fog,8,5000000.0,20545.348369052266,1.0,PASS
2249,150000,0.9,Rain,8,3000000.0,23113.317424344124,0.6,PASS
2250,150000,1.0,Rain,8,3000000.0,25681.21607246269,0.6,PASS
2251,150000,1.1,Fog,8,5000000.0,28249.036491143346,1.0,PASS
2252,150000,1.2000000000000002,Fog,8,5000000.0,30816.770858359767,1.0,PASS
2253,150000,1.3,Fog,8,5000000.0,33384.411352347764,1.0,PASS
2254,150000,1.4000000000000001,Fog,8,5000000.0,35951.95015162912,1.0,PASS
2255,150000,1.5,Rain,8,3000000.0,38519.37943503534,0.6,PASS
2256,150000,1.6,Snow,8,3000000.0,41086.69138173161,0.6,PASS
2257,150000,1.7000000000000002,Rain,8,3000000.0,43653.87817124048,0.6,PASS
2258,150000,1.8,Rain,8,3000000.0,46220.93198346578,0.6,PASS
2259,150000,1.9000000000000001,Snow,8,3000000.0,48787.84499871642,0.6,PASS
2260,150000,2.0,Fog,8,5000000.0,51354.60939773018,1.0,PASS
2261,150000,2.1,Clear,8,5000000.0,53921.21736169756,1.0,PASS
2262,150000,2.2,Rain,8,3000000.0,56487.6610722856,0.6,PASS
2263,150000,2.3000000000000003,Clear,8,5000000.0,59053.932711661655,1.0,PASS
2264,150000,2.4000000000000004,Clear,8,5000000.0,61620.024462517256,1.0,PASS
2265,150000,2.5,Fog,8,5000000.0,64185.92850809192,1.0,PASS
2266,150000,2.6,Fog,8,5000000.0,66751.63703219694,1.0,PASS
2267,150000,2.7,Rain,8,3000000.0,69317.14221923918,0.6,PASS
2268,150000,2.8000000000000003,Fog,8,5000000.0,71882.43625424492,1.0,PASS
2269,150000,2.9000000000000004,Fog,8,5000000.0,74447.51132288366,1.0,PASS
2270,150000,3.0,Clear,8,5000000.0,77012.35961149185,1.0,PASS
2271,150000,3.1,Fog,8,5000000.0,79576.97330709685,1.0,PASS
2272,150000,3.2,Snow,8,3000000.0,82141.34459744053,0.6,PASS
2273,150000,3.3000000000000003,Rain,8,3000000.0,84705.46567100326,0.6,PASS
2274,150000,3.4000000000000004,Snow,8,3000000.0,87269.32871702753,0.6,PASS
2275,150000,3.5,Fog,8,5000000.0,89832.92592554189,1.0,PASS
2276,150000,3.6,Rain,8,3000000.0,92396.24948738463,0.6,PASS
2277,150000,3.7,Rain,8,3000000.0,94959.29159422767,0.6,PASS
2278,150000,3.8000000000000003,Rain,8,3000000.0,97522.04443860023,0.6,PASS
2279,150000,3.9000000000000004,Clear,8,5000000.0,100084.5002139127,1.0,PASS
2280,150000,4.0,Clear,8,5000000.0,102646.65111448038,1.0,PASS
2281,150000,4.1000000000000005,Fog,8,5000000.0,105208.48933554735,1.0,PASS
2282,150000,4.2,Clear,8,5000000.0,107770.00707331003,1.0,PASS
2283,150000,4.3,Fog,8,5000000.0,110331.1965249412,1.0,PASS
2284,150000,4.4,Snow,8,3000000.0,112892.04988861363,0.6,PASS
2285,150000,4.5,Clear,8,5000000.0,115452.55936352383,1.0,PASS
2286,150000,4.6000000000000005,Fog,8,5000000.0,118012.71714991592,1.0,PASS
2287,150000,4.7,Rain,8,3000000.0,120572.51544910522,0.6,PASS
2288,150000,4.800000000000001,Clear,8,5000000.0,123131.94646350226,1.0,PASS
2289,150000,4.9,Clear,8,5000000.0,125691.00239663624,1.0,PASS
2290,150000,5.0,Rain,8,3000000.0,128249.67545317899,0.6,PASS
2291,150000,5.1000000000000005,Fog,8,5000000.0,130807.95783896871,1.0,PASS
2292,150000,5.2,Rain,8,3000000.0,133365.84176103352,0.6,PASS
2293,150000,5.300000000000001,Clear,8,5000000.0,135923.31942761538,1.0,PASS
2294,150000,5.4,Snow,8,3000000.0,138480.38304819382,0.6,PASS
2295,150000,5.5,Rain,8,3000000.0,141037.02483350958,0.6,PASS
2296,150000,5.6000000000000005,Snow,8,3000000.0,143593.23699558846,0.6,PASS
2297,150000,5.7,Clear,8,5000000.0,146149.0117477648,1.0,PASS
2298,150000,5.800000000000001,Snow,8,3000000.0,148704.34130470557,0.6,PASS
2299,150000,5.9,Fog,8,5000000.0,151259.21788243367,1.0,PASS
2300,150000,6.0,Clear,8,5000000.0,153813.6336983521,1.0,PASS
2301,150000,6.1000000000000005,Clear,8,5000000.0,156367.58097126716,1.0,PASS
2302,150000,6.2,Clear,8,5000000.0,158921.0519214126,1.0,PASS
2303,150000,6.300000000000001,Clear,8,5000000.0,161474.03877047313,1.0,PASS
2304,150000,6.4,Rain,8,3000000.0,164026.53374160794,0.6,PASS
2305,150000,6.5,Rain,8,3000000.0,166578.52905947473,0.6,PASS
2306,150000,6.6000000000000005,Clear,8,5000000.0,169130.01695025322,1.0,PASS
2307,150000,6.7,Snow,8,3000000.0,171680.98964166874,0.6,PASS
2308,150000,6.800000000000001,Clear,8,5000000.0,174231.43936301616,1.0,PASS
2309,150000,6.9,Snow,8,3000000.0,176781.3583451832,0.6,PASS
2310,150000,7.0,Fog,8,5000000.0,179330.7388206745,1.0,PASS
2311,150000,7.1000000000000005,Snow,8,3000000.0,181879.57302363502,0.6,PASS
2312,150000,7.2,Fog,8,5000000.0,184427.8531898737,1.0,PASS
2313,150000,7.300000000000001,Rain,8,3000000.0,186975.57155688724,0.6,PASS
2314,150000,7.4,Fog,8,5000000.0,189522.72036388365,1.0,PASS
2315,150000,7.5,Fog,8,5000000.0,192069.2918518059,1.0,PASS
2316,150000,7.6000000000000005,Rain,8,3000000.0,194615.2782633557,0.6,PASS
2317,150000,7.7,Fog,8,5000000.0,197160.67184301675,1.0,PASS
2318,150000,7.800000000000001,Snow,8,3000000.0,199705.46483707894,0.6,PASS
2319,150000,7.9,Snow,8,3000000.0,202249.6494936613,0.6,PASS
2320,155000,0.0,Rain,8,3000000.0,0.0,0.6,PASS
2321,155000,0.1,Snow,8,3000000.0,2653.8590467666736,0.6,PASS
2322,155000,0.2,Clear,8,5000000.0,5307.710009418446,1.0,PASS
2323,155000,0.30000000000000004,Snow,8,3000000.0,7961.544803865043,0.6,PASS
2324,155000,0.4,Rain,8,3000000.0,10615.355346065438,0.6,PASS
2325,155000,0.5,Rain,8,3000000.0,13269.133552052486,0.6,PASS
2326,155000,0.6000000000000001,Fog,8,5000000.0,15922.871337957542,1.0,PASS
2327,155000,0.7000000000000001,Rain,8,3000000.0,18576.560620035085,0.6,PASS
2328,155000,0.8,Snow,8,3000000.0,21230.19331468734,0.6,PASS
2329,155000,0.9,Fog,8,5000000.0,23883.761338488926,1.0,PASS
2330,155000,1.0,Fog,8,5000000.0,26537.256608211443,1.0,PASS
2331,155000,1.1,Rain,8,3000000.0,29190.671040848127,0.6,PASS
2332,155000,1.2000000000000002,Rain,8,3000000.0,31843.996553638426,0.6,PASS
2333,155000,1.3,Rain,8,3000000.0,34497.225064092694,0.6,PASS
2334,155000,1.4000000000000001,Clear,8,5000000.0,37150.34849001675,1.0,PASS
2335,155000,1.5,Fog,8,5000000.0,39803.35874953652,1.0,PASS
2336,155000,1.6,Rain,8,3000000.0,42456.247761122664,0.6,PASS
2337,155000,1.7000000000000002,Snow,8,3000000.0,45109.00744361516,0.6,PASS
2338,155000,1.8,Fog,8,5000000.0,47761.629716247975,1.0,PASS
2339,155000,1.9000000000000001,Rain,8,3000000.0,50414.10649867364,0.6,PASS
2340,155000,2.0,Rain,8,3000000.0,53066.429710987846,0.6,PASS
2341,155000,2.1,Fog,8,5000000.0,55718.591273754144,1.0,PASS
2342,155000,2.2,Fog,8,5000000.0,58370.583108028455,1.0,PASS
2343,155000,2.3000000000000003,Snow,8,3000000.0,61022.39713538371,0.6,PASS
